type,joint,dist_15,dist_22,shift
Girth Weld,12280.0,44165.64,44267.753,102.11
Girth Weld,12290.0,44205.6,44307.923,102.32
Girth Weld,12300.0,44245.65,44347.913,102.26
Girth Weld,12310.0,44285.73,44388.107,102.38
Girth Weld,12320.0,44325.79,44428.11,102.32
Girth Weld,12330.0,44365.86,44468.301,102.44
Girth Weld,12340.0,44405.93,44508.294,102.36
Girth Weld,12350.0,44445.98,44548.468,102.49
Girth Weld,12360.0,44486.05,44588.51,102.46
Girth Weld,12370.0,44526.14,44628.711,102.57
Girth Weld,12380.0,44566.22,44668.714,102.49
Girth Weld,12390.0,44606.29,44708.963,102.67
Girth Weld,12400.0,44629.55,44732.096,102.55
Girth Weld,12410.0,44669.66,44772.375,102.71
Girth Weld,12420.0,44709.74,44812.392,102.65
Girth Weld,12430.0,44748.75,44851.624,102.87
Girth Weld,12440.0,44788.82,44891.89,103.07
Girth Weld,12450.0,44828.89,44932.093,103.2
Girth Weld,12460.0,44868.95,44972.073,103.12
Girth Weld,12470.0,44909.02,45012.346,103.33
Girth Weld,12480.0,44948.89,45052.169,103.28
Girth Weld,12490.0,44988.84,45092.28,103.44
Girth Weld,12500.0,45028.93,45132.297,103.37
Girth Weld,12510.0,45069.09,45172.726,103.64
Girth Weld,12520.0,45109.23,45212.943,103.71
Agm,12520.0,45141.18,45393.415,252.24
Girth Weld,12530.0,45149.27,45253.13,103.86
Girth Weld,12540.0,45182.34,45286.247,103.91
Girth Weld,12550.0,45204.55,45308.468,103.92
Girth Weld,12560.0,45244.73,45348.944,104.21
Girth Weld,12570.0,45251.43,45355.571,104.14
Girth Weld,12580.0,45291.71,45395.935,104.22
Girth Weld,12590.0,45331.8,45436.007,104.21
Girth Weld,12600.0,45371.88,45476.224,104.34
Girth Weld,12610.0,45411.96,45516.24,104.28
Girth Weld,12620.0,45452.0,45556.457,104.46
Girth Weld,12630.0,45492.04,45596.47,104.43
Girth Weld,12640.0,45532.1,45636.736,104.64
Girth Weld,12650.0,45572.1,45676.788,104.69
Girth Weld,12660.0,45612.3,45717.08,104.78
Girth Weld,12670.0,45620.49,45725.804,105.31
Girth Weld,12680.0,45660.91,45765.86,104.95
Girth Weld,12690.0,45682.2,45787.283,105.08
Girth Weld,12700.0,45722.26,45827.356,105.1
Girth Weld,12710.0,45747.8,45853.064,105.26
Girth Weld,12720.0,45787.83,45893.071,105.24
Girth Weld,12730.0,45813.06,45918.471,105.41
Girth Weld,12740.0,45853.08,45958.442,105.36
Girth Weld,12750.0,45893.11,45998.717,105.61
Girth Weld,12760.0,45911.58,46017.087,105.51
Girth Weld,12770.0,45951.67,46057.365,105.69
Girth Weld,12780.0,45983.47,46089.18,105.71
Girth Weld,12790.0,46023.58,46129.498,105.92
Girth Weld,12800.0,46063.76,46169.646,105.89
Girth Weld,12810.0,46103.99,46209.925,105.94
Girth Weld,12820.0,46144.13,46250.046,105.92
Girth Weld,12830.0,46184.25,46290.249,106.0
Girth Weld,12840.0,46224.4,46330.417,106.02
Girth Weld,12850.0,46264.57,46370.781,106.21
Girth Weld,12860.0,46304.71,46410.961,106.25
Girth Weld,12870.0,46344.8,46451.142,106.34
Girth Weld,12880.0,46384.73,46491.06,106.33
Girth Weld,12890.0,46424.88,46531.302,106.42
Girth Weld,12900.0,46465.03,46571.437,106.41
Girth Weld,12910.0,46505.1,46611.617,106.52
Girth Weld,12920.0,46526.65,46633.091,106.44
Girth Weld,12930.0,46566.77,46673.264,106.49
Girth Weld,12940.0,46596.26,46702.697,106.44
Girth Weld,12950.0,46636.3,46742.904,106.6
Girth Weld,12960.0,46657.97,46764.587,106.62
Girth Weld,12970.0,46697.95,46804.859,106.91
Girth Weld,12980.0,46731.02,46837.864,106.84
Girth Weld,12990.0,46771.17,46878.054,106.88
Girth Weld,13000.0,46781.15,46888.435,107.28
Girth Weld,13010.0,46821.75,46928.609,106.86
Girth Weld,13020.0,46838.0,46944.97,106.97
Girth Weld,13030.0,46878.0,46985.102,107.1
Girth Weld,13040.0,46918.12,47025.351,107.23
Girth Weld,13050.0,46958.16,47065.436,107.28
Girth Weld,13060.0,46998.08,47105.604,107.52
Girth Weld,13070.0,47038.12,47145.597,107.48
Girth Weld,13080.0,47077.49,47185.164,107.67
Girth Weld,13090.0,47117.56,47225.233,107.67
Girth Weld,13100.0,47157.67,47265.663,107.99
Girth Weld,13110.0,47197.76,47305.748,107.99
Girth Weld,13120.0,47231.72,47339.911,108.19
Girth Weld,13130.0,47234.98,47343.022,108.04
Girth Weld,13140.0,47242.81,47351.526,108.72
Girth Weld,13150.0,47283.3,47391.726,108.43
Girth Weld,13160.0,47311.55,47420.066,108.52
Girth Weld,13170.0,47318.72,47427.244,108.52
Girth Weld,13180.0,47330.44,47439.012,108.57
Girth Weld,13190.0,47340.4,47448.944,108.54
Girth Weld,13200.0,47361.45,47469.957,108.51
Girth Weld,13210.0,47401.55,47510.279,108.73
Girth Weld,13220.0,47441.59,47550.417,108.83
Girth Weld,13230.0,47481.51,47590.535,109.03
Girth Weld,13240.0,47521.58,47630.561,108.98
Girth Weld,13250.0,47561.68,47670.804,109.12
Girth Weld,13260.0,47584.55,47693.615,109.06
Girth Weld,13270.0,47624.63,47733.862,109.23
Girth Weld,13280.0,47664.68,47773.855,109.18
Girth Weld,13290.0,47704.06,47813.399,109.34
Girth Weld,13300.0,47726.21,47835.558,109.35
Girth Weld,13310.0,47762.38,47871.778,109.4
Girth Weld,13320.0,47770.02,47879.882,109.86
Girth Weld,13330.0,47780.2,47889.921,109.72
Girth Weld,13340.0,47820.32,47930.079,109.76
Girth Weld,13350.0,47860.35,47970.289,109.94
Agm,13350.0,47872.31,47970.974,98.66
Girth Weld,13360.0,47900.35,48010.279,109.93
Girth Weld,13370.0,47940.4,48050.486,110.09
Girth Weld,13380.0,47980.45,48090.492,110.04
Girth Weld,13390.0,48020.49,48130.679,110.19
Girth Weld,13400.0,48060.57,48170.715,110.14
Girth Weld,13410.0,48100.65,48210.896,110.25
Girth Weld,13420.0,48111.62,48221.949,110.33
Girth Weld,13430.0,48127.52,48237.897,110.38
Girth Weld,13440.0,48167.51,48277.858,110.35
Girth Weld,13450.0,48180.54,48290.971,110.43
Girth Weld,13460.0,48220.7,48331.178,110.48
Girth Weld,13470.0,48260.89,48371.375,110.49
Girth Weld,13480.0,48301.0,48411.473,110.47
Girth Weld,13490.0,48341.03,48451.765,110.74
Girth Weld,13500.0,48381.05,48491.844,110.79
Girth Weld,13510.0,48421.1,48532.09,110.99
Girth Weld,13520.0,48461.19,48572.274,111.08
Girth Weld,13530.0,48501.24,48612.569,111.33
Girth Weld,13540.0,48541.15,48652.543,111.39
Girth Weld,13550.0,48581.16,48692.743,111.58
Girth Weld,13560.0,48589.45,48700.856,111.41
Girth Weld,13570.0,48600.28,48712.569,112.29
Girth Weld,13580.0,48608.15,48719.961,111.81
Girth Weld,13590.0,48619.03,48731.335,112.31
Girth Weld,13600.0,48646.6,48758.389,111.79
Girth Weld,13610.0,48657.57,48769.875,112.31
Girth Weld,13620.0,48667.51,48779.137,111.63
Girth Weld,13630.0,48676.48,48788.825,112.34
Girth Weld,13640.0,48691.46,48803.57,112.11
Girth Weld,13650.0,48731.61,48843.783,112.17
Girth Weld,13660.0,48771.71,48884.075,112.36
Girth Weld,13670.0,48811.75,48924.137,112.39
Girth Weld,13680.0,48851.68,48964.242,112.56
Girth Weld,13690.0,48871.7,48984.18,112.48
Girth Weld,13700.0,48881.37,48994.426,113.06
Girth Weld,13710.0,48910.66,49023.504,112.84
Girth Weld,13720.0,48950.49,49063.497,113.01
Girth Weld,13730.0,48990.55,49103.701,113.15
Girth Weld,13740.0,49030.58,49143.737,113.16
Girth Weld,13750.0,49070.6,49183.924,113.32
Girth Weld,13760.0,49110.63,49223.894,113.26
Girth Weld,13770.0,49150.64,49264.111,113.47
Girth Weld,13780.0,49190.72,49304.104,113.38
Girth Weld,13790.0,49208.33,49321.854,113.52
Girth Weld,13800.0,49248.45,49361.995,113.55
Girth Weld,13810.0,49288.55,49402.139,113.59
Girth Weld,13820.0,49328.63,49442.119,113.49
Girth Weld,13830.0,49368.73,49482.405,113.67
Girth Weld,13840.0,49408.57,49522.169,113.6
Girth Weld,13850.0,49448.71,49562.48,113.77
Girth Weld,13860.0,49488.82,49602.493,113.67
Girth Weld,13870.0,49528.66,49642.47,113.81
Girth Weld,13880.0,49568.8,49682.582,113.78
Girth Weld,13890.0,49608.95,49722.762,113.81
Girth Weld,13900.0,49647.91,49761.591,113.68
Girth Weld,13910.0,49688.01,49801.831,113.82
Girth Weld,13920.0,49728.14,49841.857,113.72
Girth Weld,13930.0,49768.24,49882.07,113.83
Girth Weld,13940.0,49808.28,49922.07,113.79
Girth Weld,13950.0,49848.31,49962.254,113.94
Girth Weld,13960.0,49888.33,50002.333,114.0
Girth Weld,13970.0,49928.34,50042.546,114.21
Girth Weld,13980.0,49968.41,50082.671,114.26
Girth Weld,13990.0,50008.49,50122.808,114.32
Girth Weld,14000.0,50048.62,50162.838,114.22
Girth Weld,14010.0,50088.73,50203.123,114.39
Girth Weld,14020.0,50128.81,50243.176,114.37
Girth Weld,14030.0,50168.85,50283.425,114.58
Girth Weld,14040.0,50209.02,50323.579,114.56
Girth Weld,14050.0,50249.06,50363.737,114.68
Girth Weld,14060.0,50258.72,50373.99,115.27
Girth Weld,14070.0,50299.26,50414.15,114.89
Girth Weld,14080.0,50316.17,50431.161,114.99
Girth Weld,14090.0,50356.17,50471.247,115.08
Girth Weld,14100.0,50396.23,50511.522,115.29
Girth Weld,14110.0,50436.3,50551.522,115.22
Girth Weld,14120.0,50476.38,50591.759,115.38
Girth Weld,14130.0,50512.74,50627.999,115.26
Girth Weld,14140.0,50552.77,50668.199,115.43
Girth Weld,14150.0,50592.86,50708.192,115.33
Girth Weld,14160.0,50632.76,50748.179,115.42
Girth Weld,14170.0,50672.84,50788.291,115.45
Girth Weld,14180.0,50712.88,50828.33,115.45
Girth Weld,14190.0,50752.92,50868.376,115.46
Girth Weld,14200.0,50793.0,50908.586,115.59
Girth Weld,14210.0,50833.08,50948.632,115.55
Girth Weld,14220.0,50873.18,50988.835,115.65
Girth Weld,14230.0,50913.22,51028.93,115.71
Girth Weld,14240.0,50953.27,51069.022,115.75
Girth Weld,14250.0,50992.77,51108.468,115.7
Girth Weld,14260.0,51032.76,51148.645,115.88
Girth Weld,14270.0,51072.79,51188.76,115.97
Girth Weld,14280.0,51112.86,51228.963,116.1
Girth Weld,14290.0,51153.01,51269.003,115.99
Girth Weld,14300.0,51192.91,51309.101,116.19
Girth Weld,14310.0,51231.84,51347.992,116.15
Girth Weld,14320.0,51272.06,51388.333,116.27
Girth Weld,14330.0,51279.3,51396.024,116.72
Girth Weld,14340.0,51293.06,51409.514,116.45
Girth Weld,14350.0,51305.52,51422.74,117.22
Girth Weld,14360.0,51316.52,51433.127,116.61
Girth Weld,14370.0,51323.75,51440.774,117.02
Girth Weld,14380.0,51364.16,51480.965,116.8
Girth Weld,14390.0,51403.48,51520.443,116.96
Girth Weld,14400.0,51414.32,51531.332,117.01
Girth Weld,14410.0,51446.15,51563.104,116.95
Girth Weld,14420.0,51475.73,51592.753,117.02
Girth Weld,14430.0,51486.22,51603.261,117.04
Girth Weld,14440.0,51526.3,51643.278,116.98
Girth Weld,14450.0,51566.55,51683.609,117.06
Girth Weld,14460.0,51606.81,51723.999,117.19
Girth Weld,14470.0,51618.37,51736.322,117.95
Girth Weld,14480.0,51658.78,51776.411,117.63
Girth Weld,14490.0,51677.3,51795.003,117.7
Girth Weld,14500.0,51690.38,51808.117,117.74
Girth Weld,14510.0,51716.94,51834.672,117.73
Girth Weld,14520.0,51756.55,51874.629,118.08
Girth Weld,14530.0,51776.45,51894.459,118.01
Girth Weld,14540.0,51804.66,51922.805,118.14
Girth Weld,14550.0,51844.58,51962.736,118.16
Girth Weld,14560.0,51876.58,51994.951,118.37
Girth Weld,14570.0,51916.65,52035.066,118.42
Girth Weld,14580.0,51949.59,52068.081,118.49
Girth Weld,14590.0,51973.11,52091.591,118.48
Girth Weld,14600.0,52013.14,52131.795,118.65
Girth Weld,14610.0,52053.14,52171.844,118.7
Girth Weld,14620.0,52093.15,52212.073,118.92
Girth Weld,14630.0,52133.21,52252.1,118.89
Girth Weld,14640.0,52173.21,52292.372,119.16
Girth Weld,14650.0,52213.09,52332.32,119.23
Girth Weld,14660.0,52253.12,52372.487,119.37
Girth Weld,14670.0,52293.16,52412.608,119.45
Girth Weld,14680.0,52333.22,52452.779,119.56
Girth Weld,14690.0,52373.33,52492.828,119.5
Girth Weld,14700.0,52413.34,52533.018,119.68
Girth Weld,14710.0,52453.44,52573.071,119.63
Girth Weld,14720.0,52493.41,52613.196,119.79
Girth Weld,14730.0,52533.44,52653.209,119.77
Girth Weld,14740.0,52573.54,52693.412,119.87
Girth Weld,14750.0,52613.65,52733.419,119.77
Girth Weld,14760.0,52653.72,52773.638,119.92
Girth Weld,14770.0,52693.86,52813.724,119.86
Girth Weld,14780.0,52734.02,52854.085,120.07
Girth Weld,14790.0,52774.13,52894.127,120.0
Girth Weld,14800.0,52814.26,52934.488,120.23
Girth Weld,14810.0,52854.29,52974.56,120.27
Girth Weld,14820.0,52872.77,52993.146,120.38
Girth Weld,14830.0,52912.86,53033.173,120.31
Girth Weld,14840.0,52952.94,53073.386,120.45
Girth Weld,14850.0,52993.05,53113.402,120.35
Girth Weld,14860.0,53033.14,53153.625,120.49
Girth Weld,14870.0,53073.16,53193.658,120.5
Agm,14870.0,53075.12,53191.106,115.99
Girth Weld,14880.0,53113.1,53233.524,120.42
Girth Weld,14890.0,53153.04,53273.494,120.45
Girth Weld,14900.0,53193.04,53313.675,120.64
Girth Weld,14910.0,53233.15,53353.809,120.66
Girth Weld,14920.0,53273.25,53393.967,120.72
Girth Weld,14930.0,53313.21,53434.111,120.9
Girth Weld,14940.0,53353.16,53474.393,121.23
Girth Weld,14950.0,53393.05,53514.524,121.47
Girth Weld,14960.0,53433.03,53554.905,121.88
Girth Weld,14970.0,53473.11,53594.97,121.86
Girth Weld,14980.0,53513.23,53635.207,121.98
Girth Weld,14990.0,53553.31,53675.256,121.95
Girth Weld,15000.0,53593.33,53715.367,122.04
Girth Weld,15010.0,53624.64,53746.601,121.96
Girth Weld,15020.0,53664.76,53786.995,122.24
Girth Weld,15030.0,53704.87,53827.159,122.29
Girth Weld,15040.0,53744.92,53867.448,122.53
Girth Weld,15050.0,53784.83,53907.52,122.69
Girth Weld,15060.0,53824.87,53947.628,122.76
Girth Weld,15070.0,53857.3,53980.079,122.78
Girth Weld,15080.0,53897.3,54020.312,123.01
Girth Weld,15090.0,53937.23,54060.463,123.23
Girth Weld,15100.0,53977.19,54100.689,123.5
Girth Weld,15110.0,54017.23,54140.853,123.62
Girth Weld,15120.0,54057.24,54180.932,123.69
Girth Weld,15130.0,54097.31,54221.145,123.83
Girth Weld,15140.0,54128.69,54252.398,123.71
Girth Weld,15150.0,54169.01,54292.717,123.71
Girth Weld,15160.0,54182.66,54307.146,124.49
Girth Weld,15170.0,54223.22,54347.395,124.17
Girth Weld,15180.0,54263.5,54387.72,124.22
Girth Weld,15190.0,54271.75,54395.902,124.15
Girth Weld,15200.0,54311.78,54436.191,124.41
Girth Weld,15210.0,54351.73,54476.339,124.61
Girth Weld,15220.0,54391.73,54516.65,124.92
Girth Weld,15230.0,54431.77,54556.686,124.92
Girth Weld,15240.0,54471.81,54596.932,125.12
Girth Weld,15250.0,54506.26,54631.325,125.06
Girth Weld,15260.0,54546.23,54671.512,125.28
Girth Weld,15270.0,54586.36,54711.621,125.26
Girth Weld,15280.0,54626.62,54751.949,125.33
Girth Weld,15290.0,54658.12,54783.422,125.3
Girth Weld,15300.0,54698.17,54823.681,125.51
Girth Weld,15310.0,54738.18,54863.678,125.5
Girth Weld,15320.0,54778.15,54903.878,125.73
Girth Weld,15330.0,54818.17,54943.95,125.78
Girth Weld,15340.0,54858.16,54984.134,125.97
Girth Weld,15350.0,54898.13,55024.173,126.04
Girth Weld,15360.0,54938.17,55064.409,126.24
Girth Weld,15370.0,54978.24,55104.491,126.25
Girth Weld,15380.0,55018.26,55144.587,126.33
Girth Weld,15390.0,55058.33,55184.583,126.25
Girth Weld,15400.0,55098.37,55224.829,126.46
Girth Weld,15410.0,55138.46,55264.944,126.48
Girth Weld,15420.0,55178.55,55305.108,126.56
Girth Weld,15430.0,55218.69,55345.21,126.52
Girth Weld,15440.0,55258.75,55385.381,126.63
Girth Weld,15450.0,55298.87,55425.42,126.55
Girth Weld,15460.0,55338.95,55465.597,126.65
Girth Weld,15470.0,55379.05,55505.636,126.59
Girth Weld,15480.0,55418.96,55545.715,126.75
Agm,15480.0,55432.17,55557.575,125.4
Girth Weld,15490.0,55459.07,55585.774,126.7
Girth Weld,15500.0,55499.09,55625.955,126.87
Girth Weld,15510.0,55539.13,55665.971,126.84
Girth Weld,15520.0,55579.22,55706.188,126.97
Girth Weld,15530.0,55619.31,55746.266,126.96
Girth Weld,15540.0,55659.37,55786.444,127.07
Girth Weld,15550.0,55699.46,55826.457,127.0
Girth Weld,15560.0,55732.54,55859.685,127.14
Tap,15560.0,55754.38,55881.614,127.23
Girth Weld,15570.0,55772.66,55899.685,127.02
Girth Weld,15580.0,55812.69,55939.908,127.22
Girth Weld,15590.0,55852.76,55979.928,127.17
Girth Weld,15600.0,55892.78,56020.092,127.31
Girth Weld,15610.0,55928.92,56056.168,127.25
Girth Weld,15620.0,55969.11,56096.539,127.43
Girth Weld,15630.0,56009.28,56136.601,127.32
Girth Weld,15640.0,56037.52,56165.098,127.58
Girth Weld,15650.0,56077.59,56205.184,127.59
Girth Weld,15660.0,56108.1,56235.81,127.71
Girth Weld,15670.0,56148.14,56275.856,127.72
Girth Weld,15680.0,56174.46,56302.293,127.83
Girth Weld,15690.0,56214.55,56342.402,127.85
Girth Weld,15700.0,56236.1,56364.111,128.01
Girth Weld,15710.0,56276.0,56404.219,128.22
Girth Weld,15720.0,56299.49,56427.904,128.41
Girth Weld,15730.0,56339.53,56467.923,128.39
Girth Weld,15740.0,56359.77,56488.271,128.5
Girth Weld,15750.0,56398.71,56527.188,128.48
Girth Weld,15760.0,56419.81,56548.337,128.53
Girth Weld,15770.0,56459.87,56588.524,128.65
Girth Weld,15780.0,56479.32,56608.15,128.83
Girth Weld,15790.0,56519.4,56648.317,128.92
Girth Weld,15800.0,56539.39,56668.455,129.07
Girth Weld,15810.0,56579.43,56708.432,129.0
Girth Weld,15820.0,56604.87,56734.029,129.16
Girth Weld,15830.0,56635.21,56764.318,129.11
Girth Weld,15840.0,56664.53,56793.707,129.18
Girth Weld,15850.0,56704.56,56833.556,129.0
Girth Weld,15860.0,56736.3,56865.272,128.97
Girth Weld,15870.0,56751.52,56880.758,129.24
Girth Weld,15880.0,56792.12,56920.971,128.85
Girth Weld,15890.0,56809.56,56938.504,128.94
Girth Weld,15900.0,56849.78,56978.638,128.86
Girth Weld,15910.0,56889.91,57019.022,129.11
Girth Weld,15920.0,56929.97,57058.986,129.02
Girth Weld,15930.0,56947.14,57076.266,129.13
Girth Weld,15940.0,56965.61,57094.76,129.15
Girth Weld,15950.0,56971.73,57100.869,129.14
Girth Weld,15960.0,57011.76,57140.866,129.11
Girth Weld,15970.0,57027.92,57157.172,129.25
Girth Weld,15980.0,57035.44,57164.774,129.33
Girth Weld,15990.0,57075.61,57204.77,129.16
Girth Weld,16000.0,57110.89,57240.203,129.31
Girth Weld,16010.0,57121.12,57250.614,129.49
Girth Weld,16020.0,57138.04,57267.254,129.21
Girth Weld,16030.0,57178.03,57307.441,129.41
Girth Weld,16040.0,57199.96,57329.662,129.7
Area Start Casing,16040.0,57205.77,57335.344,129.57
Girth Weld,16050.0,57216.7,57346.355,129.66
Area End Casing,16050.0,57217.8,57347.51,129.71
Girth Weld,16060.0,57231.15,57361.03,129.88
Girth Weld,16070.0,57271.34,57401.083,129.74
Girth Weld,16080.0,57277.14,57406.903,129.76
Girth Weld,16090.0,57282.14,57411.821,129.68
Tee,16100.0,57302.01,57431.778,129.77
Tap,16110.0,57310.67,57425.741,115.07
Tap,16110.0,57311.04,57440.768,129.73
Valve,16110.0,57312.38,57442.454,130.07
Tap,16110.0,57313.67,57441.145,127.47
Tap,16110.0,57314.16,57443.937,129.78
Tap,16110.0,57315.86,57444.272,128.41
